Age,Gender,Interest
43,1,Fantasy
12,0,Thriller
10,0,Drama
38,1,Documentary
12,0,Romance
10,0,Fantasy
34,0,Comedy
51,1,Fantasy
23,0,Sci-Fi
60,1,Documentary
47,1,Drama
8,0,Comedy
35,0,Sci-Fi
20,1,Animation
51,1,Fantasy
9,0,Sci-Fi
37,0,Animation
26,1,Sci-Fi
43,1,Romance
10,0,Horror
27,1,Thriller
30,1,Comedy
42,0,Thriller
12,0,Drama
18,1,Animation
8,1,Thriller
33,0,Romance
12,0,Drama
44,0,Action
28,0,Comedy
19,1,Action
19,0,Horror
52,0,Animation
8,1,Thriller
56,1,Animation
17,0,Documentary
36,1,Horror
47,1,Sci-Fi
33,1,Horror
7,1,Horror
53,1,Action
43,0,Horror
42,0,Fantasy
28,0,Documentary
59,1,Sci-Fi
17,1,Action
12,1,Drama
13,1,Fantasy
31,0,Documentary
9,0,Drama
60,0,Sci-Fi
45,0,Animation
34,1,Animation
24,1,Action
38,1,Drama
30,0,Comedy
22,1,Action
21,1,Comedy
40,0,Sci-Fi
22,0,Horror
17,1,Action
51,0,Horror
8,0,Drama
22,1,Comedy
25,1,Thriller
38,0,Animation
56,0,Romance
59,1,Thriller
28,0,Thriller
45,1,Comedy
30,0,Sci-Fi
29,1,Action
24,1,Action
7,0,Drama
43,0,Thriller
18,0,Sci-Fi
50,0,Drama
43,0,Thriller
39,0,Thriller
18,0,Documentary
30,0,Horror
32,1,Sci-Fi
54,1,Fantasy
46,0,Action
28,0,Fantasy
13,1,Action
29,0,Horror
16,1,Action
40,1,Horror
23,0,Documentary
10,1,Drama
36,1,Action
47,0,Horror
34,1,Thriller
50,0,Comedy
37,1,Sci-Fi
43,0,Documentary
8,1,Action
45,0,Fantasy
42,1,Action
30,1,Animation
29,0,Romance
54,1,Drama
46,0,Action
36,0,Drama
53,0,Horror
40,1,Drama
27,1,Documentary
21,0,Thriller
23,0,Animation
40,1,Sci-Fi
52,0,Action
39,1,Thriller
49,0,Documentary
56,0,Sci-Fi
11,0,Documentary
39,1,Sci-Fi
18,1,Documentary
30,1,Horror
27,1,Sci-Fi
23,0,Sci-Fi
21,1,Documentary
18,0,Thriller
23,1,Action
25,0,Animation
15,0,Romance
53,1,Thriller
41,1,Romance
56,1,Horror
31,1,Drama
24,1,Romance
49,1,Sci-Fi
32,0,Romance
33,0,Horror
7,0,Horror
18,0,Romance
50,0,Romance
36,1,Fantasy
44,1,Drama
14,0,Documentary
51,0,Thriller
16,0,Animation
41,0,Drama
57,0,Romance
59,1,Sci-Fi
49,0,Sci-Fi
54,0,Fantasy
46,1,Sci-Fi
8,0,Thriller
9,0,Thriller
53,0,Documentary
47,1,Sci-Fi
40,1,Fantasy
50,1,Horror
52,0,Fantasy
52,1,Action
27,1,Drama
22,0,Horror
43,0,Romance
26,0,Drama
38,1,Sci-Fi
39,0,Sci-Fi
28,0,Thriller
23,1,Horror
55,0,Romance
12,1,Comedy
58,0,Animation
39,1,Action
16,0,Thriller
45,1,Animation
32,0,Animation
47,0,Action
24,0,Comedy
25,1,Drama
40,0,Horror
14,0,Sci-Fi
27,1,Action
20,0,Fantasy
27,0,Drama
32,1,Action
34,1,Horror
60,0,Comedy
35,1,Action
43,1,Thriller
11,0,Drama
25,0,Documentary
26,1,Documentary
11,0,Thriller
53,0,Action
11,1,Documentary
13,1,Action
53,1,Action
53,0,Comedy
22,1,Action
39,1,Horror
39,0,Fantasy
23,0,Action
33,1,Animation
41,1,Documentary
27,1,Fantasy
46,0,Horror
12,0,Thriller
29,0,Fantasy
12,0,Comedy
20,0,Horror
19,0,Thriller
20,0,Fantasy
45,0,Horror
55,1,Comedy
9,1,Sci-Fi
30,0,Action
23,0,Drama
29,1,Animation
57,1,Action
8,1,Comedy
12,1,Sci-Fi
16,0,Action
43,0,Documentary
45,1,Horror
44,1,Documentary
45,0,Thriller
56,1,Thriller
35,0,Sci-Fi
53,0,Horror
50,1,Fantasy
21,0,Drama
60,1,Animation
58,0,Romance
56,1,Comedy
18,0,Action
16,1,Fantasy
21,0,Sci-Fi
19,0,Animation
32,1,Animation
15,1,Comedy
23,0,Drama
13,0,Documentary
42,1,Thriller
35,1,Drama
28,0,Documentary
41,0,Sci-Fi
53,0,Documentary
34,0,Action
55,1,Action
58,0,Horror
34,0,Comedy
47,1,Horror
59,1,Animation
7,0,Documentary
32,0,Horror
59,0,Action
20,0,Comedy
19,1,Animation
30,1,Fantasy
60,1,Fantasy
50,0,Drama
29,1,Documentary
14,0,Sci-Fi
53,1,Fantasy
41,1,Comedy
48,0,Thriller
10,1,Horror
11,1,Comedy
9,0,Sci-Fi
34,0,Horror
50,0,Horror
51,1,Sci-Fi
38,0,Thriller
23,0,Drama
36,1,Romance
59,1,Drama
25,1,Animation
8,0,Action
30,0,Sci-Fi
15,0,Documentary
49,1,Comedy
21,1,Comedy
57,0,Documentary
47,0,Drama
20,0,Action
12,0,Horror
30,0,Horror
27,1,Horror
44,1,Animation
38,1,Drama
11,1,Romance
41,1,Horror
7,0,Action
16,1,Romance
33,0,Fantasy
50,0,Romance
59,1,Sci-Fi
53,1,Drama
14,0,Action
41,1,Documentary
7,0,Drama
19,1,Comedy
32,0,Action
34,0,Comedy
19,0,Fantasy
50,1,Drama
24,0,Fantasy
14,0,Drama
29,0,Drama
45,0,Romance
42,1,Animation
26,0,Action
37,1,Thriller
34,0,Thriller
35,1,Romance
36,1,Drama
57,1,Animation
49,0,Comedy
46,1,Fantasy
24,0,Animation
43,0,Action
39,0,Fantasy
24,0,Action
44,1,Fantasy
10,0,Action
19,1,Documentary
35,1,Horror
13,1,Romance
33,0,Horror
55,1,Horror
11,1,Documentary
52,1,Action
46,1,Thriller
42,0,Comedy
39,0,Comedy
8,1,Animation
28,1,Drama
12,0,Romance
45,0,Romance
38,1,Thriller
53,1,Romance
15,0,Comedy
43,1,Animation
13,1,Thriller
48,0,Thriller
19,0,Drama
20,0,Comedy
54,1,Action
20,1,Documentary
14,1,Documentary
41,0,Romance
17,0,Comedy
57,1,Animation
30,1,Action
55,0,Comedy
52,0,Sci-Fi
30,1,Comedy
14,0,Fantasy
30,1,Romance
59,0,Romance
59,1,Sci-Fi
21,1,Horror
34,0,Thriller
40,0,Horror
57,0,Fantasy
41,1,Documentary
35,0,Documentary
24,1,Fantasy
41,0,Romance
17,1,Romance
40,0,Action
55,0,Romance
32,0,Comedy
30,1,Drama
38,0,Fantasy
53,1,Sci-Fi
18,1,Thriller
21,0,Romance
58,0,Animation
54,0,Sci-Fi
7,1,Fantasy
38,1,Documentary
9,1,Thriller
55,0,Action
14,1,Animation
10,1,Documentary
9,1,Fantasy
13,1,Thriller
41,0,Fantasy
8,0,Drama
33,0,Comedy
19,0,Comedy
47,1,Romance
53,1,Documentary
60,1,Thriller
14,1,Animation
26,0,Sci-Fi
42,0,Comedy
39,0,Drama
39,1,Action
33,0,Comedy
15,0,Comedy
54,0,Documentary
40,0,Animation
43,1,Sci-Fi
34,0,Documentary
47,1,Fantasy
34,0,Fantasy
22,0,Documentary
56,0,Drama
36,0,Sci-Fi
47,0,Horror
37,0,Drama
24,0,Documentary
42,0,Romance
54,0,Romance
18,1,Sci-Fi
35,1,Action
59,1,Fantasy
13,1,Fantasy
24,1,Thriller
45,1,Action
34,0,Romance
57,1,Documentary
13,1,Romance
60,0,Action
25,1,Sci-Fi
46,1,Comedy
17,0,Fantasy
49,1,Romance
36,0,Drama
24,1,Documentary
37,1,Romance
36,1,Documentary
14,1,Sci-Fi
13,1,Drama
18,1,Thriller
51,1,Romance
42,0,Thriller
52,0,Fantasy
20,1,Animation
52,1,Action
29,1,Documentary
29,1,Animation
32,1,Thriller
23,0,Horror
16,1,Drama
47,0,Documentary
38,0,Comedy
9,0,Drama
30,1,Romance
58,1,Thriller
12,1,Thriller
60,0,Romance
16,1,Comedy
34,0,Drama
30,1,Romance
19,1,Sci-Fi
53,1,Action
22,1,Drama
39,0,Thriller
30,1,Comedy
13,1,Comedy
50,0,Romance
53,0,Thriller
32,0,Thriller
31,1,Fantasy
31,1,Fantasy
38,0,Fantasy
56,1,Horror
30,1,Drama
46,0,Fantasy
21,1,Thriller
35,0,Action
8,0,Sci-Fi
37,1,Sci-Fi
53,1,Comedy
12,0,Documentary
24,0,Drama
45,1,Fantasy
53,1,Comedy
33,1,Action
16,0,Horror
58,1,Romance
40,1,Action
28,1,Drama
56,1,Drama
36,0,Sci-Fi
33,1,Sci-Fi
23,0,Fantasy
35,1,Thriller
48,1,Thriller
44,0,Fantasy
8,1,Comedy
31,1,Documentary
59,0,Animation
18,0,Sci-Fi
21,0,Action
29,1,Drama
49,1,Comedy
21,1,Action
7,1,Comedy
29,1,Fantasy
26,0,Horror
38,0,Sci-Fi
37,0,Horror
56,0,Thriller
43,1,Comedy
38,0,Sci-Fi
42,1,Thriller
45,0,Action
11,0,Sci-Fi
56,0,Drama
22,0,Animation
57,0,Horror
37,0,Animation
60,1,Drama
15,1,Documentary
39,1,Romance
45,1,Romance
26,1,Horror
37,0,Romance
23,0,Fantasy
24,1,Comedy
32,0,Fantasy
30,0,Comedy
9,0,Horror
44,0,Comedy
39,1,Thriller
52,1,Animation
28,0,Action
21,1,Animation
48,1,Comedy
31,0,Thriller
46,1,Drama
54,1,Fantasy
28,1,Comedy
56,0,Thriller
24,0,Sci-Fi
24,1,Sci-Fi
45,1,Animation
29,0,Drama
33,1,Thriller
18,0,Thriller
26,0,Drama
38,0,Horror
28,1,Fantasy
44,0,Documentary
13,0,Horror
40,1,Sci-Fi
33,1,Drama
44,0,Horror
31,1,Documentary
21,1,Sci-Fi
40,0,Sci-Fi
57,1,Documentary
34,0,Thriller
59,0,Drama
15,1,Animation
13,0,Fantasy
39,0,Romance
58,0,Sci-Fi
53,0,Fantasy
52,0,Fantasy
10,0,Documentary
35,0,Action
22,0,Sci-Fi
22,1,Horror
7,0,Thriller
40,1,Drama
32,0,Sci-Fi
24,1,Action
20,1,Thriller
49,0,Romance
33,1,Drama
19,1,Horror
15,0,Action
48,1,Thriller
45,1,Romance
44,1,Fantasy
54,1,Horror
30,0,Documentary
43,1,Sci-Fi
23,0,Documentary
26,1,Romance
28,1,Romance
44,0,Romance
52,0,Romance
34,1,Thriller
38,1,Animation
46,1,Horror
14,1,Romance
56,1,Fantasy
15,1,Horror
14,1,Comedy
49,0,Drama
10,1,Thriller
17,1,Romance
12,0,Thriller
15,0,Horror
24,0,Romance
16,0,Romance
55,0,Fantasy
55,0,Action
44,0,Fantasy
41,1,Horror
47,1,Comedy
58,1,Animation
28,1,Comedy
56,1,Sci-Fi
17,1,Animation
59,1,Thriller
38,0,Horror
37,0,Fantasy
21,1,Animation
56,1,Drama
36,0,Romance
42,0,Romance
58,0,Romance
54,1,Sci-Fi
33,0,Thriller
24,0,Thriller
15,0,Sci-Fi
24,1,Comedy
41,0,Fantasy
26,1,Sci-Fi
24,1,Animation
30,1,Sci-Fi
45,0,Action
48,1,Romance
43,1,Horror
49,0,Sci-Fi
59,1,Action
28,0,Drama
10,0,Thriller
10,1,Sci-Fi
42,1,Sci-Fi
34,1,Thriller
18,1,Thriller
29,0,Comedy
36,0,Sci-Fi
40,0,Comedy
31,1,Comedy
36,0,Sci-Fi
9,0,Comedy
27,1,Fantasy
48,1,Animation
48,0,Action
42,0,Documentary
31,1,Documentary
58,0,Horror
38,1,Fantasy
7,1,Animation
9,0,Action
58,0,Action
48,0,Animation
45,1,Action
54,1,Animation
40,0,Sci-Fi
20,0,Horror
45,1,Animation
25,0,Thriller
12,0,Documentary
39,1,Thriller
40,0,Romance
31,1,Action
37,0,Animation
16,1,Horror
7,0,Action
46,1,Horror
14,0,Animation
25,0,Thriller
16,0,Sci-Fi
8,0,Thriller
60,1,Action
60,0,Fantasy
30,1,Sci-Fi
15,1,Romance
40,1,Action
44,0,Thriller
36,0,Thriller
48,0,Romance
50,0,Sci-Fi
14,0,Sci-Fi
22,0,Documentary
33,1,Animation
12,0,Animation
39,0,Thriller
25,1,Action
34,1,Thriller
15,0,Romance
39,1,Sci-Fi
50,1,Romance
51,0,Romance
24,1,Romance
53,1,Comedy
8,0,Comedy
49,1,Animation
29,0,Drama
60,1,Comedy
30,1,Drama
25,1,Fantasy
55,1,Fantasy
40,1,Sci-Fi
35,1,Horror
11,0,Animation
50,0,Drama
32,0,Drama
46,0,Sci-Fi
28,0,Horror
14,0,Fantasy
18,1,Romance
10,0,Horror
20,1,Animation
55,0,Comedy
14,1,Romance
16,0,Drama
25,0,Horror
16,0,Horror
34,1,Action
37,1,Comedy
9,0,Thriller
8,1,Comedy
21,1,Fantasy
21,0,Horror
58,0,Horror
8,0,Thriller
46,0,Animation
52,0,Sci-Fi
18,1,Romance
45,1,Fantasy
17,0,Fantasy
46,1,Documentary
29,0,Horror
21,1,Fantasy
7,1,Horror
26,1,Horror
18,1,Horror
54,1,Animation
25,0,Horror
32,0,Fantasy
24,0,Horror
39,0,Fantasy
12,0,Horror
55,0,Romance
30,0,Documentary
23,0,Action
35,0,Animation
17,0,Sci-Fi
52,0,Romance
51,1,Documentary
52,0,Sci-Fi
12,1,Thriller
11,1,Animation
7,1,Comedy
52,1,Thriller
23,1,Horror
19,0,Comedy
31,0,Animation
10,1,Romance
28,1,Animation
50,0,Comedy
13,0,Horror
21,1,Action
28,0,Fantasy
36,0,Documentary
16,1,Romance
11,0,Thriller
20,1,Documentary
11,1,Action
9,1,Horror
8,0,Drama
60,0,Thriller
11,1,Drama
57,0,Horror
9,0,Action
46,0,Comedy
15,1,Animation
40,1,Thriller
16,0,Drama
13,0,Fantasy
7,1,Action
23,0,Romance
25,1,Sci-Fi
17,1,Documentary
25,1,Thriller
21,1,Documentary
39,1,Comedy
29,1,Action
28,1,Animation
44,0,Fantasy
36,1,Drama
55,1,Romance
42,1,Drama
22,1,Romance
42,1,Comedy
10,1,Thriller
60,0,Comedy
28,1,Action
48,0,Thriller
39,1,Animation
28,0,Horror
23,1,Thriller
35,0,Documentary
27,0,Thriller
17,1,Action
49,0,Romance
13,1,Fantasy
53,1,Romance
59,0,Horror
57,1,Thriller
20,0,Drama
44,0,Sci-Fi
22,1,Romance
30,0,Animation
9,0,Sci-Fi
24,1,Fantasy
7,1,Drama
27,0,Drama
18,1,Documentary
49,0,Documentary
15,0,Fantasy
13,1,Sci-Fi
12,0,Action
60,1,Animation
48,0,Comedy
54,1,Comedy
59,1,Animation
40,0,Comedy
40,1,Fantasy
53,1,Sci-Fi
47,0,Action
37,1,Horror
29,1,Thriller
20,1,Fantasy
34,1,Action
21,1,Documentary
36,1,Romance
30,0,Comedy
17,0,Drama
16,0,Fantasy
30,0,Comedy
19,0,Comedy
15,0,Thriller
20,1,Romance
39,1,Action
15,1,Romance
41,0,Comedy
47,1,Comedy
26,0,Comedy
31,1,Action
27,0,Romance
24,1,Horror
48,1,Horror
27,1,Documentary
56,0,Romance
52,1,Horror
40,0,Romance
14,0,Sci-Fi
55,1,Comedy
28,1,Fantasy
30,1,Documentary
8,1,Romance
38,0,Sci-Fi
8,0,Horror
57,1,Horror
8,0,Action
30,1,Romance
17,0,Documentary
27,1,Action
35,0,Romance
57,0,Documentary
34,0,Action
60,1,Animation
28,0,Documentary
59,0,Thriller
32,0,Thriller
21,0,Fantasy
38,0,Animation
8,0,Thriller
21,0,Fantasy
53,0,Documentary
50,0,Thriller
47,1,Documentary
25,0,Documentary
12,0,Action
41,1,Fantasy
42,1,Animation
35,1,Horror
40,0,Thriller
26,1,Comedy
19,0,Fantasy
49,0,Comedy
12,1,Sci-Fi
18,1,Horror
53,0,Documentary
33,1,Sci-Fi
27,1,Thriller
12,1,Thriller
30,1,Action
50,1,Sci-Fi
56,0,Documentary
22,0,Romance
18,1,Action
7,1,Action
53,1,Thriller
22,1,Sci-Fi
13,1,Sci-Fi
47,1,Romance
22,1,Drama
57,0,Animation
27,1,Action
47,1,Drama
14,1,Comedy
9,1,Documentary
23,1,Comedy
17,0,Thriller
54,0,Action
14,1,Drama
48,0,Action
27,1,Fantasy
51,1,Comedy
48,1,Documentary
42,0,Thriller
42,1,Documentary
36,1,Comedy
24,1,Drama
9,1,Drama
46,0,Documentary
55,1,Documentary
23,1,Drama
20,1,Documentary
49,1,Fantasy
51,0,Horror
54,0,Thriller
46,0,Animation
60,1,Thriller
32,0,Horror
54,1,Thriller
42,0,Comedy
55,1,Comedy
7,0,Thriller
56,1,Sci-Fi
27,1,Animation
33,1,Action
45,1,Comedy
14,1,Documentary
34,1,Fantasy
8,1,Documentary
17,0,Action
25,1,Fantasy
41,1,Sci-Fi
58,0,Documentary
16,1,Romance
30,1,Thriller
39,0,Fantasy
30,1,Horror
18,0,Comedy
30,0,Horror
16,0,Comedy
18,0,Action
14,1,Romance
12,1,Drama
27,0,Romance
27,1,Animation
40,1,Horror
25,0,Romance
59,0,Thriller
31,0,Comedy
46,1,Thriller
41,0,Animation
16,0,Action
51,0,Comedy
37,1,Fantasy
14,1,Action
55,0,Romance
58,1,Fantasy
17,1,Horror
34,1,Fantasy
34,0,Romance
13,1,Animation
32,0,Fantasy
56,0,Romance
14,0,Animation
15,1,Documentary
40,1,Drama
33,1,Thriller
15,1,Action
45,0,Fantasy
25,0,Comedy
55,0,Drama
22,1,Action
13,0,Comedy
26,0,Horror
45,0,Romance
48,1,Action
15,1,Comedy
35,1,Fantasy
14,1,Drama
25,0,Thriller
31,1,Thriller
27,0,Thriller
52,0,Horror
22,1,Documentary
32,0,Animation
11,1,Drama
14,0,Sci-Fi
56,1,Animation
24,1,Action
22,0,Drama
49,0,Thriller
18,1,Horror
19,1,Animation
15,1,Fantasy
41,0,Drama
19,1,Drama
29,0,Sci-Fi
40,0,Horror
15,0,Romance
52,0,Thriller
28,1,Sci-Fi
49,0,Drama
21,1,Romance
21,1,Action
39,1,Thriller
54,1,Fantasy
28,1,Sci-Fi
59,0,Action
21,1,Comedy
19,1,Action
8,0,Comedy
59,0,Action
54,0,Sci-Fi
47,0,Fantasy
18,1,Action
60,1,Fantasy
42,1,Comedy
11,1,Animation
20,1,Animation
29,1,Drama
36,0,Documentary
30,1,Horror
25,1,Horror
20,1,Action
26,1,Horror
33,0,Animation
49,0,Romance
21,0,Fantasy
23,0,Comedy
36,1,Fantasy
49,1,Romance
54,1,Horror
40,1,Horror
37,1,Action
13,0,Fantasy
48,1,Fantasy
29,1,Action
41,1,Sci-Fi
34,0,Sci-Fi
44,1,Animation
28,1,Horror
10,1,Comedy
25,1,Thriller
52,0,Romance
14,1,Animation
7,0,Action
18,1,Comedy
43,1,Horror
8,1,Action
17,0,Thriller
27,1,Horror
15,0,Animation
35,0,Comedy
49,0,Comedy
13,0,Drama
17,1,Horror
54,1,Sci-Fi
34,0,Romance
29,1,Sci-Fi
57,0,Fantasy
14,0,Thriller
50,1,Drama
13,0,Documentary
10,1,Thriller
27,0,Fantasy
16,0,Horror
48,0,Documentary
35,1,Comedy
50,0,Horror
27,1,Action
11,0,Horror
45,0,Fantasy
23,0,Fantasy
40,0,Romance
40,1,Animation
39,0,Horror
58,0,Drama
50,0,Fantasy
38,0,Drama
42,0,Thriller
10,0,Action
24,0,Horror
25,0,Fantasy
45,1,Romance
8,1,Romance
54,1,Action
27,0,Sci-Fi
27,1,Thriller
37,0,Thriller
14,0,Fantasy
22,0,Animation
49,1,Documentary
23,0,Comedy
57,0,Drama
15,1,Documentary
35,1,Horror
36,0,Action
43,0,Animation
15,0,Documentary
58,1,Documentary
15,1,Sci-Fi
47,1,Animation
24,1,Thriller
15,1,Action
27,1,Action
8,1,Drama
40,0,Thriller
45,1,Animation
43,0,Animation
23,0,Sci-Fi
33,0,Sci-Fi
40,0,Fantasy
53,1,Fantasy
32,0,Sci-Fi
29,1,Romance
35,1,Romance
19,0,Drama
36,0,Horror
12,1,Drama
50,0,Sci-Fi
30,1,Comedy
27,1,Action
24,0,Drama
29,1,Action
43,0,Comedy
18,0,Action
22,0,Sci-Fi
19,0,Thriller
33,0,Animation
48,1,Animation
12,1,Thriller
13,0,Documentary
42,0,Romance
9,1,Romance
55,0,Action
59,0,Romance
45,1,Fantasy
48,1,Comedy
56,0,Comedy
38,0,Romance
39,1,Comedy
49,1,Horror
36,1,Documentary
30,0,Drama
47,0,Romance
35,1,Romance
23,0,Documentary
57,0,Horror
48,1,Sci-Fi
35,1,Drama
46,0,Documentary
30,0,Documentary
23,1,Sci-Fi
50,0,Comedy
16,0,Horror
53,0,Action
9,0,Comedy
38,1,Documentary
37,1,Fantasy
37,1,Thriller
7,0,Horror
41,1,Documentary
50,1,Comedy
27,0,Action
55,0,Romance
15,0,Sci-Fi
25,0,Fantasy
32,0,Fantasy
26,1,Fantasy
17,0,Fantasy
9,1,Fantasy
43,0,Horror
24,0,Documentary
30,1,Animation
13,1,Action
32,0,Romance
54,1,Romance
54,0,Thriller
56,1,Animation
33,0,Action
13,0,Thriller
54,0,Horror
59,0,Drama
45,1,Action
39,0,Sci-Fi
47,1,Fantasy
7,1,Fantasy
28,0,Animation
57,1,Sci-Fi
8,0,Drama
53,0,Romance
59,0,Romance
52,1,Action
40,1,Horror
12,0,Documentary
23,0,Sci-Fi
39,1,Documentary
50,1,Sci-Fi
19,0,Fantasy
52,1,Thriller
58,1,Documentary
42,0,Animation
50,1,Animation
28,0,Comedy
20,0,Drama
20,1,Animation
51,0,Romance
27,1,Horror
53,1,Thriller
10,1,Documentary
11,1,Animation
22,0,Animation
7,0,Comedy
58,0,Comedy
20,0,Romance
54,0,Horror
39,1,Thriller
19,1,Horror
16,0,Drama
38,0,Romance
9,1,Comedy
33,1,Sci-Fi
52,0,Horror
51,0,Comedy
18,1,Documentary
31,0,Animation
23,1,Sci-Fi
12,1,Drama
17,0,Fantasy
30,0,Sci-Fi
34,1,Documentary
44,1,Romance
46,0,Comedy
19,1,Action
54,1,Drama
40,1,Fantasy
13,0,Thriller
14,0,Sci-Fi
8,0,Comedy
21,0,Horror
18,0,Thriller
52,1,Horror
16,0,Comedy
42,0,Drama
13,1,Fantasy
23,1,Action
56,1,Comedy
31,1,Animation
27,0,Thriller
43,1,Action
52,0,Action
16,1,Animation
11,0,Horror
37,1,Comedy
19,1,Animation
56,1,Sci-Fi
20,0,Fantasy
40,0,Fantasy
11,0,Thriller
12,1,Thriller
27,0,Action
19,0,Fantasy
9,1,Documentary
52,1,Horror
12,1,Horror
54,1,Horror
55,0,Documentary
42,0,Thriller
60,0,Documentary
49,0,Thriller
10,1,Animation
13,1,Comedy
16,0,Animation
54,0,Animation
35,0,Romance
57,1,Action
15,0,Action
14,1,Fantasy
57,1,Fantasy
27,1,Romance
13,0,Action
50,1,Thriller
35,0,Animation
60,1,Animation
10,0,Comedy
34,0,Drama
47,1,Fantasy
56,1,Sci-Fi
41,0,Horror
50,0,Horror
18,1,Comedy
31,1,Fantasy
9,1,Thriller
60,0,Sci-Fi
17,1,Action
40,0,Romance
38,0,Thriller
56,1,Fantasy
20,1,Animation
19,1,Thriller
39,0,Action
33,1,Romance
52,1,Sci-Fi
22,1,Thriller
45,0,Fantasy
7,1,Fantasy
18,0,Animation
21,1,Fantasy
34,0,Sci-Fi
43,0,Fantasy
14,0,Thriller
48,0,Fantasy
51,0,Horror
25,1,Comedy
26,1,Horror
22,0,Drama
14,0,Thriller
21,0,Horror
8,0,Romance
51,1,Sci-Fi
26,0,Action
48,0,Documentary
41,0,Drama
49,1,Action
16,0,Comedy
53,1,Fantasy
47,0,Comedy
7,1,Horror
39,0,Animation
49,0,Documentary
28,0,Animation
9,0,Drama
47,0,Sci-Fi
38,1,Romance
44,0,Drama
34,0,Comedy
41,1,Comedy
26,1,Romance
11,1,Comedy
40,0,Romance
9,1,Drama
33,1,Action
33,0,Romance
41,0,Action
55,0,Action
27,1,Documentary
39,1,Romance
15,1,Sci-Fi
28,1,Fantasy
30,0,Thriller
59,0,Sci-Fi
8,0,Drama
14,0,Sci-Fi
54,1,Comedy
54,1,Documentary
50,0,Documentary
59,1,Drama
31,0,Drama
42,0,Documentary
23,0,Romance
32,0,Sci-Fi
30,1,Fantasy
17,1,Animation
32,1,Comedy
19,0,Fantasy
58,0,Fantasy
52,1,Documentary
43,1,Comedy
28,0,Comedy
53,0,Horror
43,1,Fantasy
39,0,Documentary
32,1,Documentary
29,1,Action
51,1,Fantasy
34,0,Action
14,1,Documentary
35,1,Thriller
8,1,Romance
34,1,Fantasy
11,0,Sci-Fi
57,1,Documentary
42,0,Comedy
31,1,Romance
22,0,Horror
39,0,Thriller
45,0,Documentary
60,0,Sci-Fi
41,0,Action
17,0,Horror
37,1,Thriller
35,0,Fantasy
53,0,Comedy
32,1,Animation
27,0,Sci-Fi
19,1,Thriller
25,0,Comedy
13,0,Fantasy
16,0,Action
44,1,Animation
39,0,Drama
38,1,Romance
51,0,Thriller
42,1,Sci-Fi
50,0,Animation
38,0,Comedy
21,0,Romance
54,1,Thriller
43,1,Thriller
22,1,Sci-Fi
24,1,Documentary
51,0,Action
59,0,Animation
31,0,Drama
26,0,Documentary
43,1,Action
14,1,Comedy
43,0,Action
12,0,Documentary
10,1,Thriller
36,0,Documentary
54,0,Romance
48,1,Action
14,0,Thriller
34,0,Thriller
44,1,Fantasy
28,0,Comedy
41,0,Fantasy
51,1,Animation
45,0,Sci-Fi
22,1,Animation
7,1,Comedy
59,1,Documentary
15,0,Documentary
8,1,Thriller
49,0,Documentary
45,0,Fantasy
59,1,Sci-Fi
56,0,Action
36,0,Horror
56,1,Documentary
33,1,Thriller
44,1,Animation
58,1,Comedy
54,0,Action
57,1,Horror
29,0,Sci-Fi
29,1,Fantasy
35,0,Comedy
31,0,Sci-Fi
20,1,Sci-Fi
53,0,Action
42,0,Horror
36,0,Sci-Fi
60,1,Horror
38,0,Horror
23,1,Documentary
35,1,Documentary
7,0,Horror
12,1,Drama
27,0,Animation
55,1,Animation
42,0,Animation
40,1,Fantasy
53,1,Animation
19,0,Horror
43,1,Horror
41,0,Horror
55,0,Documentary
24,1,Drama
58,0,Animation
58,1,Sci-Fi
24,0,Romance
59,0,Fantasy
11,1,Romance
16,1,Fantasy
8,0,Documentary
35,0,Animation
45,0,Drama
10,1,Thriller
58,0,Animation
47,0,Drama
59,1,Thriller
49,0,Thriller
33,1,Animation
60,0,Animation
19,1,Animation
42,0,Drama
21,0,Animation
21,0,Animation
55,1,Sci-Fi
40,1,Horror
15,0,Sci-Fi
19,1,Sci-Fi
9,0,Comedy
33,0,Horror
19,0,Drama
44,0,Animation
18,1,Horror
23,1,Documentary
51,0,Fantasy
48,0,Documentary
25,0,Drama
46,0,Romance
19,1,Drama
19,1,Documentary
39,1,Horror
59,0,Drama
50,1,Animation
49,0,Animation
60,0,Romance
12,1,Fantasy
14,0,Animation
56,1,Romance
17,0,Horror
35,0,Thriller
26,0,Comedy
55,0,Drama
54,0,Fantasy
21,1,Thriller
40,0,Horror
42,1,Comedy
26,0,Action
43,1,Sci-Fi
20,0,Fantasy
21,0,Sci-Fi
21,0,Sci-Fi
29,1,Drama
47,1,Animation
10,0,Action
30,0,Sci-Fi
13,0,Drama
36,1,Horror
39,0,Drama
50,1,Action
58,0,Sci-Fi
33,0,Horror
48,1,Action
24,0,Documentary
16,0,Documentary
10,0,Romance
13,0,Sci-Fi
11,1,Drama
28,1,Comedy
41,0,Thriller
35,0,Romance
37,1,Comedy
17,0,Action
39,1,Fantasy
58,1,Animation
15,1,Comedy
57,0,Animation
32,0,Animation
47,1,Fantasy
25,0,Romance
9,0,Animation
38,0,Thriller
28,1,Sci-Fi
12,1,Comedy
16,1,Thriller
33,0,Animation
53,1,Documentary
36,0,Fantasy
28,0,Drama
30,0,Documentary
36,0,Sci-Fi
31,0,Fantasy
17,1,Drama
50,1,Comedy
51,0,Comedy
9,0,Documentary
50,0,Thriller
